Date,Open,High,Low,Close,Volume,OpenInt
19770216,2.1013,2.1013,2.1013,2.1013,0,0
19770217,2.0964,2.0964,2.0964,2.0964,0,0
19770218,2.0903,2.0903,2.0903,2.0903,0,0
19770222,2.0942,2.0942,2.0942,2.0942,0,0
19770223,2.0978,2.0978,2.0978,2.0978,0,0
19770224,2.1053,2.1053,2.1053,2.1053,0,0
19770225,2.0969,2.0969,2.0969,2.0969,0,0
19770228,2.0986,2.0986,2.0986,2.0986,0,0
19770301,2.1017,2.1017,2.1017,2.1017,0,0
19770302,2.1026,2.1026,2.1026,2.1026,0,0
19770303,2.0986,2.0986,2.0986,2.0986,0,0
19770304,2.1,2.1,2.1,2.1,0,0
19770307,2.1061,2.1061,2.1061,2.1061,0,0
19770308,2.1088,2.1088,2.1088,2.1088,0,0
19770309,2.1133,2.1133,2.1133,2.1133,0,0
19770310,2.1084,2.1084,2.1084,2.1084,0,0
19770311,2.1115,2.1115,2.1115,2.1115,0,0
19770314,2.1101,2.1101,2.1101,2.1101,0,0
19770315,2.1101,2.1101,2.1101,2.1101,0,0
19770316,2.1097,2.1097,2.1097,2.1097,0,0
19770317,2.1066,2.1066,2.1066,2.1066,0,0
19770318,2.1039,2.1039,2.1039,2.1039,0,0
19770321,2.1039,2.1039,2.1039,2.1039,0,0
19770322,2.1026,2.1026,2.1026,2.1026,0,0
19770323,2.1048,2.1048,2.1048,2.1048,0,0
19770324,2.107,2.107,2.107,2.107,0,0
19770325,2.1061,2.1061,2.1061,2.1061,0,0
19770328,2.1022,2.1022,2.1022,2.1022,0,0
19770329,2.1088,2.1088,2.1088,2.1088,0,0
19770330,2.1075,2.1075,2.1075,2.1075,0,0
19770331,2.1084,2.1084,2.1084,2.1084,0,0
19770401,2.1093,2.1093,2.1093,2.1093,0,0
19770404,2.1075,2.1075,2.1075,2.1075,0,0
19770405,2.1061,2.1061,2.1061,2.1061,0,0
19770406,2.1035,2.1035,2.1035,2.1035,0,0
19770407,2.1017,2.1017,2.1017,2.1017,0,0
19770408,2.1,2.1,2.1,2.1,0,0
19770411,2.1004,2.1004,2.1004,2.1004,0,0
19770412,2.0942,2.0942,2.0942,2.0942,0,0
19770413,2.0886,2.0886,2.0886,2.0886,0,0
19770414,2.0877,2.0877,2.0877,2.0877,0,0
19770415,2.0833,2.0833,2.0833,2.0833,0,0
19770418,2.0846,2.0846,2.0846,2.0846,0,0
19770419,2.0899,2.0899,2.0899,2.0899,0,0
19770420,2.0951,2.0951,2.0951,2.0951,0,0
19770421,2.0916,2.0916,2.0916,2.0916,0,0
19770422,2.0899,2.0899,2.0899,2.0899,0,0
19770425,2.0886,2.0886,2.0886,2.0886,0,0
19770426,2.0899,2.0899,2.0899,2.0899,0,0
19770427,2.0842,2.0842,2.0842,2.0842,0,0
19770428,2.0773,2.0773,2.0773,2.0773,0,0
19770429,2.0751,2.0751,2.0751,2.0751,0,0
19770502,2.0768,2.0768,2.0768,2.0768,0,0
19770503,2.0829,2.0829,2.0829,2.0829,0,0
19770504,2.0704,2.0704,2.0704,2.0704,0,0
19770505,2.07,2.07,2.07,2.07,0,0
19770506,2.0704,2.0704,2.0704,2.0704,0,0
19770509,2.0794,2.0794,2.0794,2.0794,0,0
19770510,2.0833,2.0833,2.0833,2.0833,0,0
19770511,2.0921,2.0921,2.0921,2.0921,0,0
19770512,2.0846,2.0846,2.0846,2.0846,0,0
19770513,2.0833,2.0833,2.0833,2.0833,0,0
19770516,2.0825,2.0825,2.0825,2.0825,0,0
19770517,2.0781,2.0781,2.0781,2.0781,0,0
19770518,2.0773,2.0773,2.0773,2.0773,0,0
19770519,2.0751,2.0751,2.0751,2.0751,0,0
19770520,2.0781,2.0781,2.0781,2.0781,0,0
19770523,2.082,2.082,2.082,2.082,0,0
19770524,2.0764,2.0764,2.0764,2.0764,0,0
19770525,2.0777,2.0777,2.0777,2.0777,0,0
19770526,2.073,2.073,2.073,2.073,0,0
19770527,2.0756,2.0756,2.0756,2.0756,0,0
19770531,2.0794,2.0794,2.0794,2.0794,0,0
19770601,2.0777,2.0777,2.0777,2.0777,0,0
19770602,2.073,2.073,2.073,2.073,0,0
19770603,2.0764,2.0764,2.0764,2.0764,0,0
19770606,2.0799,2.0799,2.0799,2.0799,0,0
19770607,2.0812,2.0812,2.0812,2.0812,0,0
19770608,2.0786,2.0786,2.0786,2.0786,0,0
19770609,2.0777,2.0777,2.0777,2.0777,0,0
19770610,2.0781,2.0781,2.0781,2.0781,0,0
19770613,2.079,2.079,2.079,2.079,0,0
19770614,2.0777,2.0777,2.0777,2.0777,0,0
19770615,2.0768,2.0768,2.0768,2.0768,0,0
19770616,2.0756,2.0756,2.0756,2.0756,0,0
19770617,2.0764,2.0764,2.0764,2.0764,0,0
19770620,2.0803,2.0803,2.0803,2.0803,0,0
19770621,2.0803,2.0803,2.0803,2.0803,0,0
19770622,2.0768,2.0768,2.0768,2.0768,0,0
19770623,2.0768,2.0768,2.0768,2.0768,0,0
19770624,2.0768,2.0768,2.0768,2.0768,0,0
19770627,2.0768,2.0768,2.0768,2.0768,0,0
19770628,2.0773,2.0773,2.0773,2.0773,0,0
19770629,2.0644,2.0644,2.0644,2.0644,0,0
19770630,2.0644,2.0644,2.0644,2.0644,0,0
19770701,2.064,2.064,2.064,2.064,0,0
19770705,2.0408,2.0408,2.0408,2.0408,0,0
19770706,2.0437,2.0437,2.0437,2.0437,0,0
19770707,2.0333,2.0333,2.0333,2.0333,0,0
19770708,2.0305,2.0305,2.0305,2.0305,0,0
19770711,2.0141,2.0141,2.0141,2.0141,0,0
19770712,2.021,2.021,2.021,2.021,0,0
19770713,2.0129,2.0129,2.0129,2.0129,0,0
19770715,2.0129,2.0129,2.0129,2.0129,0,0
19770718,2,2,2,2,0,0
19770719,2.0004,2.0004,2.0004,2.0004,0,0
19770720,1.9952,1.9952,1.9952,1.9952,0,0
19770721,1.9964,1.9964,1.9964,1.9964,0,0
19770722,1.9912,1.9912,1.9912,1.9912,0,0
19770725,1.9829,1.9829,1.9829,1.9829,0,0
19770726,1.9818,1.9818,1.9818,1.9818,0,0
19770727,2.0109,2.0109,2.0109,2.0109,0,0
19770728,2.0263,2.0263,2.0263,2.0263,0,0
19770729,2.0392,2.0392,2.0392,2.0392,0,0
19770801,2.0492,2.0492,2.0492,2.0492,0,0
19770802,2.0416,2.0416,2.0416,2.0416,0,0
19770803,2.0446,2.0446,2.0446,2.0446,0,0
19770804,2.0509,2.0509,2.0509,2.0509,0,0
19770805,2.0442,2.0442,2.0442,2.0442,0,0
19770808,2.061,2.061,2.061,2.061,0,0
19770809,2.058,2.058,2.058,2.058,0,0
19770810,2.0691,2.0691,2.0691,2.0691,0,0
19770811,2.0665,2.0665,2.0665,2.0665,0,0
19770812,2.0794,2.0794,2.0794,2.0794,0,0
19770815,2.0816,2.0816,2.0816,2.0816,0,0
19770816,2.0881,2.0881,2.0881,2.0881,0,0
19770817,2.0786,2.0786,2.0786,2.0786,0,0
19770818,2.0764,2.0764,2.0764,2.0764,0,0
19770819,2.0781,2.0781,2.0781,2.0781,0,0
19770822,2.0717,2.0717,2.0717,2.0717,0,0
19770823,2.07,2.07,2.07,2.07,0,0
19770824,2.058,2.058,2.058,2.058,0,0
19770825,2.0725,2.0725,2.0725,2.0725,0,0
19770826,2.0657,2.0657,2.0657,2.0657,0,0
19770829,2.0777,2.0777,2.0777,2.0777,0,0
19770830,2.0751,2.0751,2.0751,2.0751,0,0
19770831,2.0713,2.0713,2.0713,2.0713,0,0
19770901,2.0713,2.0713,2.0713,2.0713,0,0
19770902,2.0708,2.0708,2.0708,2.0708,0,0
19770906,2.0725,2.0725,2.0725,2.0725,0,0
19770907,2.0713,2.0713,2.0713,2.0713,0,0
19770908,2.0756,2.0756,2.0756,2.0756,0,0
19770909,2.0768,2.0768,2.0768,2.0768,0,0
19770912,2.0816,2.0816,2.0816,2.0816,0,0
19770913,2.0812,2.0812,2.0812,2.0812,0,0
19770914,2.0846,2.0846,2.0846,2.0846,0,0
19770915,2.0807,2.0807,2.0807,2.0807,0,0
19770916,2.0799,2.0799,2.0799,2.0799,0,0
19770919,2.0768,2.0768,2.0768,2.0768,0,0
19770920,2.0743,2.0743,2.0743,2.0743,0,0
19770921,2.0747,2.0747,2.0747,2.0747,0,0
19770922,2.0799,2.0799,2.0799,2.0799,0,0
19770923,2.0786,2.0786,2.0786,2.0786,0,0
19770926,2.0807,2.0807,2.0807,2.0807,0,0
19770927,2.0833,2.0833,2.0833,2.0833,0,0
19770928,2.0807,2.0807,2.0807,2.0807,0,0
19770929,2.0743,2.0743,2.0743,2.0743,0,0
19770930,2.0687,2.0687,2.0687,2.0687,0,0
19771003,2.0636,2.0636,2.0636,2.0636,0,0
19771004,2.0695,2.0695,2.0695,2.0695,0,0
19771005,2.0725,2.0725,2.0725,2.0725,0,0
19771006,2.0691,2.0691,2.0691,2.0691,0,0
19771007,2.0691,2.0691,2.0691,2.0691,0,0
19771011,2.076,2.076,2.076,2.076,0,0
19771012,2.0721,2.0721,2.0721,2.0721,0,0
19771013,2.07,2.07,2.07,2.07,0,0
19771014,2.0631,2.0631,2.0631,2.0631,0,0
19771017,2.0576,2.0576,2.0576,2.0576,0,0
19771018,2.0597,2.0597,2.0597,2.0597,0,0
19771019,2.0674,2.0674,2.0674,2.0674,0,0
19771020,2.0631,2.0631,2.0631,2.0631,0,0
19771021,2.0623,2.0623,2.0623,2.0623,0,0
19771024,2.0568,2.0568,2.0568,2.0568,0,0
19771025,2.0619,2.0619,2.0619,2.0619,0,0
19771026,2.0631,2.0631,2.0631,2.0631,0,0
19771027,2.0665,2.0665,2.0665,2.0665,0,0
19771028,2.0623,2.0623,2.0623,2.0623,0,0
19771031,2.1236,2.1236,2.1236,2.1236,0,0
19771101,2.1177,2.1177,2.1177,2.1177,0,0
19771102,2.1164,2.1164,2.1164,2.1164,0,0
19771103,2.0846,2.0846,2.0846,2.0846,0,0
19771104,2.0894,2.0894,2.0894,2.0894,0,0
19771107,2.0907,2.0907,2.0907,2.0907,0,0
19771109,2.0964,2.0964,2.0964,2.0964,0,0
19771110,2.0951,2.0951,2.0951,2.0951,0,0
19771114,2.0916,2.0916,2.0916,2.0916,0,0
19771115,2.0929,2.0929,2.0929,2.0929,0,0
19771116,2.0938,2.0938,2.0938,2.0938,0,0
19771117,2.096,2.096,2.096,2.096,0,0
19771118,2.096,2.096,2.096,2.096,0,0
19771121,2.0859,2.0859,2.0859,2.0859,0,0
19771122,2.0803,2.0803,2.0803,2.0803,0,0
19771123,2.082,2.082,2.082,2.082,0,0
19771125,2.0678,2.0678,2.0678,2.0678,0,0
19771128,2.0648,2.0648,2.0648,2.0648,0,0
19771129,2.0683,2.0683,2.0683,2.0683,0,0
19771130,2.0704,2.0704,2.0704,2.0704,0,0
19771201,2.0623,2.0623,2.0623,2.0623,0,0
19771202,2.0589,2.0589,2.0589,2.0589,0,0
19771205,2.0542,2.0542,2.0542,2.0542,0,0
19771206,2.0305,2.0305,2.0305,2.0305,0,0
19771207,2.0276,2.0276,2.0276,2.0276,0,0
19771208,2.0412,2.0412,2.0412,2.0412,0,0
19771209,2.0509,2.0509,2.0509,2.0509,0,0
19771212,2.0408,2.0408,2.0408,2.0408,0,0
19771213,2.03,2.03,2.03,2.03,0,0
19771214,2.0214,2.0214,2.0214,2.0214,0,0
19771215,2.0276,2.0276,2.0276,2.0276,0,0
19771216,2.0321,2.0321,2.0321,2.0321,0,0
19771219,2.0284,2.0284,2.0284,2.0284,0,0
19771220,2.0433,2.0433,2.0433,2.0433,0,0
19771221,2.0437,2.0437,2.0437,2.0437,0,0
19771222,2.0437,2.0437,2.0437,2.0437,0,0
19771223,2.0576,2.0576,2.0576,2.0576,0,0
19771227,2.07,2.07,2.07,2.07,0,0
19771228,2.0631,2.0631,2.0631,2.0631,0,0
19771229,2.0585,2.0585,2.0585,2.0585,0,0
19771230,2.0619,2.0619,2.0619,2.0619,0,0
19780103,2.0816,2.0816,2.0816,2.0816,0,0
19780104,2.0751,2.0751,2.0751,2.0751,0,0
19780105,2.0825,2.0825,2.0825,2.0825,0,0
19780106,2.1075,2.1075,2.1075,2.1075,0,0
19780109,2.1106,2.1106,2.1106,2.1106,0,0
19780110,2.1013,2.1013,2.1013,2.1013,0,0
19780111,2.1035,2.1035,2.1035,2.1035,0,0
19780112,2.1039,2.1039,2.1039,2.1039,0,0
19780113,2.0978,2.0978,2.0978,2.0978,0,0
19780116,2.0978,2.0978,2.0978,2.0978,0,0
19780117,2.1039,2.1039,2.1039,2.1039,0,0
19780118,2.1035,2.1035,2.1035,2.1035,0,0
19780119,2.107,2.107,2.107,2.107,0,0
19780120,2.1026,2.1026,2.1026,2.1026,0,0
19780123,2.1022,2.1022,2.1022,2.1022,0,0
19780124,2.1039,2.1039,2.1039,2.1039,0,0
19780125,2.1022,2.1022,2.1022,2.1022,0,0
19780126,2.1097,2.1097,2.1097,2.1097,0,0
19780127,2.1124,2.1124,2.1124,2.1124,0,0
19780130,2.1133,2.1133,2.1133,2.1133,0,0
19780131,2.1088,2.1088,2.1088,2.1088,0,0
19780201,2.1128,2.1128,2.1128,2.1128,0,0
19780202,2.1101,2.1101,2.1101,2.1101,0,0
19780203,2.0982,2.0982,2.0982,2.0982,0,0
19780206,2.0934,2.0934,2.0934,2.0934,0,0
19780207,2.0886,2.0886,2.0886,2.0886,0,0
19780208,2.0921,2.0921,2.0921,2.0921,0,0
19780209,2.0934,2.0934,2.0934,2.0934,0,0
19780210,2.0907,2.0907,2.0907,2.0907,0,0
19780214,2.07,2.07,2.07,2.07,0,0
19780215,2.0704,2.0704,2.0704,2.0704,0,0
19780216,2.0551,2.0551,2.0551,2.0551,0,0
19780217,2.0542,2.0542,2.0542,2.0542,0,0
19780221,2.0375,2.0375,2.0375,2.0375,0,0
19780222,2.0354,2.0354,2.0354,2.0354,0,0
19780223,2.0227,2.0227,2.0227,2.0227,0,0
19780224,2.0309,2.0309,2.0309,2.0309,0,0
19780227,2.0321,2.0321,2.0321,2.0321,0,0
19780228,2.0064,2.0064,2.0064,2.0064,0,0
19780301,2.008,2.008,2.008,2.008,0,0
19780302,2,2,2,2,0,0
19780303,2.0133,2.0133,2.0133,2.0133,0,0
19780306,2.0157,2.0157,2.0157,2.0157,0,0
19780307,2.0036,2.0036,2.0036,2.0036,0,0
19780308,2.0052,2.0052,2.0052,2.0052,0,0
19780309,2.0048,2.0048,2.0048,2.0048,0,0
19780310,2.0088,2.0088,2.0088,2.0088,0,0
19780313,2.0052,2.0052,2.0052,2.0052,0,0
19780314,2.0072,2.0072,2.0072,2.0072,0,0
19780315,2.002,2.002,2.002,2.002,0,0
19780316,1.9976,1.9976,1.9976,1.9976,0,0
19780317,2,2,2,2,0,0
19780320,1.9936,1.9936,1.9936,1.9936,0,0
19780321,1.992,1.992,1.992,1.992,0,0
19780322,1.9861,1.9861,1.9861,1.9861,0,0
19780323,1.9616,1.9616,1.9616,1.9616,0,0
19780324,1.9596,1.9596,1.9596,1.9596,0,0
19780327,1.9608,1.9608,1.9608,1.9608,0,0
19780328,1.9643,1.9643,1.9643,1.9643,0,0
19780329,1.9585,1.9585,1.9585,1.9585,0,0
19780330,1.938,1.938,1.938,1.938,0,0
19780331,1.9084,1.9084,1.9084,1.9084,0,0
19780403,1.9194,1.9194,1.9194,1.9194,0,0
19780404,1.9406,1.9406,1.9406,1.9406,0,0
19780405,1.9369,1.9369,1.9369,1.9369,0,0
19780406,1.9354,1.9354,1.9354,1.9354,0,0
19780407,1.9395,1.9395,1.9395,1.9395,0,0
19780410,1.9305,1.9305,1.9305,1.9305,0,0
19780411,1.9414,1.9414,1.9414,1.9414,0,0
19780412,1.9335,1.9335,1.9335,1.9335,0,0
19780413,1.9369,1.9369,1.9369,1.9369,0,0
19780414,1.9339,1.9339,1.9339,1.9339,0,0
19780417,1.9354,1.9354,1.9354,1.9354,0,0
19780418,1.938,1.938,1.938,1.938,0,0
19780419,1.9369,1.9369,1.9369,1.9369,0,0
19780420,1.9474,1.9474,1.9474,1.9474,0,0
19780421,1.9433,1.9433,1.9433,1.9433,0,0
19780424,1.9414,1.9414,1.9414,1.9414,0,0
19780425,1.9357,1.9357,1.9357,1.9357,0,0
19780426,1.9399,1.9399,1.9399,1.9399,0,0
19780427,1.938,1.938,1.938,1.938,0,0
19780428,1.9387,1.9387,1.9387,1.9387,0,0
19780501,1.9387,1.9387,1.9387,1.9387,0,0
19780502,1.9501,1.9501,1.9501,1.9501,0,0
19780503,1.9455,1.9455,1.9455,1.9455,0,0
19780504,1.9402,1.9402,1.9402,1.9402,0,0
19780505,1.9448,1.9448,1.9448,1.9448,0,0
19780508,1.9486,1.9486,1.9486,1.9486,0,0
19780509,1.9463,1.9463,1.9463,1.9463,0,0
19780510,1.9539,1.9539,1.9539,1.9539,0,0
19780511,1.9573,1.9573,1.9573,1.9573,0,0
19780512,1.9697,1.9697,1.9697,1.9697,0,0
19780515,1.9782,1.9782,1.9782,1.9782,0,0
19780516,1.9786,1.9786,1.9786,1.9786,0,0
19780517,1.9806,1.9806,1.9806,1.9806,0,0
19780518,1.9639,1.9639,1.9639,1.9639,0,0
19780519,1.972,1.972,1.972,1.972,0,0
19780522,1.9763,1.9763,1.9763,1.9763,0,0
19780523,1.9794,1.9794,1.9794,1.9794,0,0
19780524,1.9786,1.9786,1.9786,1.9786,0,0
19780525,1.9724,1.9724,1.9724,1.9724,0,0
19780526,1.9704,1.9704,1.9704,1.9704,0,0
19780529,1.9716,1.9716,1.9716,1.9716,0,0
19780531,1.9654,1.9654,1.9654,1.9654,0,0
19780601,1.9577,1.9577,1.9577,1.9577,0,0
19780602,1.9455,1.9455,1.9455,1.9455,0,0
19780605,1.9547,1.9547,1.9547,1.9547,0,0
19780606,1.9531,1.9531,1.9531,1.9531,0,0
19780607,1.9535,1.9535,1.9535,1.9535,0,0
19780608,1.9524,1.9524,1.9524,1.9524,0,0
19780609,1.9531,1.9531,1.9531,1.9531,0,0
19780612,1.9596,1.9596,1.9596,1.9596,0,0
19780613,1.9596,1.9596,1.9596,1.9596,0,0
19780614,1.96,1.96,1.96,1.96,0,0
19780615,1.9662,1.9662,1.9662,1.9662,0,0
19780616,1.9639,1.9639,1.9639,1.9639,0,0
19780619,1.9673,1.9673,1.9673,1.9673,0,0
19780620,1.9639,1.9639,1.9639,1.9639,0,0
19780621,1.9677,1.9677,1.9677,1.9677,0,0
19780622,1.9689,1.9689,1.9689,1.9689,0,0
19780623,1.9681,1.9681,1.9681,1.9681,0,0
19780626,1.9681,1.9681,1.9681,1.9681,0,0
19780627,1.9712,1.9712,1.9712,1.9712,0,0
19780628,1.9747,1.9747,1.9747,1.9747,0,0
19780629,1.9857,1.9857,1.9857,1.9857,0,0
19780630,1.9775,1.9775,1.9775,1.9775,0,0
19780703,1.9806,1.9806,1.9806,1.9806,0,0
19780705,1.9701,1.9701,1.9701,1.9701,0,0
19780706,1.9786,1.9786,1.9786,1.9786,0,0
19780707,1.9767,1.9767,1.9767,1.9767,0,0
19780710,1.9814,1.9814,1.9814,1.9814,0,0
19780711,1.9806,1.9806,1.9806,1.9806,0,0
19780712,1.9885,1.9885,1.9885,1.9885,0,0
19780713,1.9861,1.9861,1.9861,1.9861,0,0
19780714,1.9881,1.9881,1.9881,1.9881,0,0
19780717,1.9952,1.9952,1.9952,1.9952,0,0
19780718,1.996,1.996,1.996,1.996,0,0
19780719,2.0012,2.0012,2.0012,2.0012,0,0
19780720,2.0088,2.0088,2.0088,2.0088,0,0
19780721,2.0125,2.0125,2.0125,2.0125,0,0
19780724,2.0169,2.0169,2.0169,2.0169,0,0
19780725,2.0214,2.0214,2.0214,2.0214,0,0
19780726,2.0133,2.0133,2.0133,2.0133,0,0
19780727,2.0157,2.0157,2.0157,2.0157,0,0
19780728,2.0161,2.0161,2.0161,2.0161,0,0
19780731,2.0178,2.0178,2.0178,2.0178,0,0
19780801,2.0173,2.0173,2.0173,2.0173,0,0
19780802,2.0161,2.0161,2.0161,2.0161,0,0
19780803,2.0113,2.0113,2.0113,2.0113,0,0
19780804,2.0068,2.0068,2.0068,2.0068,0,0
19780807,1.9885,1.9885,1.9885,1.9885,0,0
19780808,1.9712,1.9712,1.9712,1.9712,0,0
19780809,1.9818,1.9818,1.9818,1.9818,0,0
19780810,1.979,1.979,1.979,1.979,0,0
19780811,1.9818,1.9818,1.9818,1.9818,0,0
19780814,1.9775,1.9775,1.9775,1.9775,0,0
19780815,1.9778,1.9778,1.9778,1.9778,0,0
19780816,1.9704,1.9704,1.9704,1.9704,0,0
19780817,1.9826,1.9826,1.9826,1.9826,0,0
19780818,1.9829,1.9829,1.9829,1.9829,0,0
19780821,1.9837,1.9837,1.9837,1.9837,0,0
19780822,1.9775,1.9775,1.9775,1.9775,0,0
19780823,1.9833,1.9833,1.9833,1.9833,0,0
19780824,1.9794,1.9794,1.9794,1.9794,0,0
19780825,1.9885,1.9885,1.9885,1.9885,0,0
19780828,1.9932,1.9932,1.9932,1.9932,0,0
19780829,1.9873,1.9873,1.9873,1.9873,0,0
19780830,1.9786,1.9786,1.9786,1.9786,0,0
19780831,1.9814,1.9814,1.9814,1.9814,0,0
19780901,1.9786,1.9786,1.9786,1.9786,0,0
19780905,1.9728,1.9728,1.9728,1.9728,0,0
19780906,1.9732,1.9732,1.9732,1.9732,0,0
19780907,1.9743,1.9743,1.9743,1.9743,0,0
19780908,1.9912,1.9912,1.9912,1.9912,0,0
19780911,1.9924,1.9924,1.9924,1.9924,0,0
19780912,1.9908,1.9908,1.9908,1.9908,0,0
19780913,1.9904,1.9904,1.9904,1.9904,0,0
19780914,1.9912,1.9912,1.9912,1.9912,0,0
19780915,1.9889,1.9889,1.9889,1.9889,0,0
19780918,1.9833,1.9833,1.9833,1.9833,0,0
19780919,1.9861,1.9861,1.9861,1.9861,0,0
19780920,1.9912,1.9912,1.9912,1.9912,0,0
19780921,1.9826,1.9826,1.9826,1.9826,0,0
19780922,1.9751,1.9751,1.9751,1.9751,0,0
19780925,1.9585,1.9585,1.9585,1.9585,0,0
19780926,1.9704,1.9704,1.9704,1.9704,0,0
19780927,1.9623,1.9623,1.9623,1.9623,0,0
19780928,1.9604,1.9604,1.9604,1.9604,0,0
19780929,1.9635,1.9635,1.9635,1.9635,0,0
19781002,1.9589,1.9589,1.9589,1.9589,0,0
19781003,1.9357,1.9357,1.9357,1.9357,0,0
19781004,1.9327,1.9327,1.9327,1.9327,0,0
19781005,1.929,1.929,1.929,1.929,0,0
19781006,1.9342,1.9342,1.9342,1.9342,0,0
19781010,1.9249,1.9249,1.9249,1.9249,0,0
19781011,1.9113,1.9113,1.9113,1.9113,0,0
19781012,1.9091,1.9091,1.9091,1.9091,0,0
19781013,1.8943,1.8943,1.8943,1.8943,0,0
19781016,1.8889,1.8889,1.8889,1.8889,0,0
19781017,1.8811,1.8811,1.8811,1.8811,0,0
19781018,1.8783,1.8783,1.8783,1.8783,0,0
19781019,1.8765,1.8765,1.8765,1.8765,0,0
19781020,1.8543,1.8543,1.8543,1.8543,0,0
19781023,1.8605,1.8605,1.8605,1.8605,0,0
19781024,1.8639,1.8639,1.8639,1.8639,0,0
19781025,1.8522,1.8522,1.8522,1.8522,0,0
19781026,1.8674,1.8674,1.8674,1.8674,0,0
19781027,1.8615,1.8615,1.8615,1.8615,0,0
19781030,1.8539,1.8539,1.8539,1.8539,0,0
19781031,1.8671,1.8671,1.8671,1.8671,0,0
19781101,1.9168,1.9168,1.9168,1.9168,0,0
19781102,1.9142,1.9142,1.9142,1.9142,0,0
19781103,1.9234,1.9234,1.9234,1.9234,0,0
19781106,1.9324,1.9324,1.9324,1.9324,0,0
19781108,1.9001,1.9001,1.9001,1.9001,0,0
19781109,1.908,1.908,1.908,1.908,0,0
19781110,1.9008,1.9008,1.9008,1.9008,0,0
19781113,1.9022,1.9022,1.9022,1.9022,0,0
19781114,1.9077,1.9077,1.9077,1.9077,0,0
19781115,1.9131,1.9131,1.9131,1.9131,0,0
19781116,1.9142,1.9142,1.9142,1.9142,0,0
19781117,1.9037,1.9037,1.9037,1.9037,0,0
19781120,1.9179,1.9179,1.9179,1.9179,0,0
19781121,1.9179,1.9179,1.9179,1.9179,0,0
19781122,1.9194,1.9194,1.9194,1.9194,0,0
19781124,1.9194,1.9194,1.9194,1.9194,0,0
19781127,1.9186,1.9186,1.9186,1.9186,0,0
19781128,1.9234,1.9234,1.9234,1.9234,0,0
19781129,1.9223,1.9223,1.9223,1.9223,0,0
19781130,1.922,1.922,1.922,1.922,0,0
19781201,1.922,1.922,1.922,1.922,0,0
19781204,1.9128,1.9128,1.9128,1.9128,0,0
19781205,1.919,1.919,1.919,1.919,0,0
19781206,1.9172,1.9172,1.9172,1.9172,0,0
19781207,1.9179,1.9179,1.9179,1.9179,0,0
19781208,1.9227,1.9227,1.9227,1.9227,0,0
19781211,1.9283,1.9283,1.9283,1.9283,0,0
19781212,1.9275,1.9275,1.9275,1.9275,0,0
19781213,1.9305,1.9305,1.9305,1.9305,0,0
19781214,1.9201,1.9201,1.9201,1.9201,0,0
19781215,1.9205,1.9205,1.9205,1.9205,0,0
19781218,1.9109,1.9109,1.9109,1.9109,0,0
19781219,1.8979,1.8979,1.8979,1.8979,0,0
19781220,1.8979,1.8979,1.8979,1.8979,0,0
19781221,1.9051,1.9051,1.9051,1.9051,0,0
19781222,1.9109,1.9109,1.9109,1.9109,0,0
19781226,1.9055,1.9055,1.9055,1.9055,0,0
19781227,1.9019,1.9019,1.9019,1.9019,0,0
19781228,1.9033,1.9033,1.9033,1.9033,0,0
19781229,1.9048,1.9048,1.9048,1.9048,0,0
19790102,1.8972,1.8972,1.8972,1.8972,0,0
19790103,1.9179,1.9179,1.9179,1.9179,0,0
19790104,1.9128,1.9128,1.9128,1.9128,0,0
19790105,1.9164,1.9164,1.9164,1.9164,0,0
19790108,1.9124,1.9124,1.9124,1.9124,0,0
19790109,1.915,1.915,1.915,1.915,0,0
19790110,1.9015,1.9015,1.9015,1.9015,0,0
19790111,1.9088,1.9088,1.9088,1.9088,0,0
19790112,1.8993,1.8993,1.8993,1.8993,0,0
19790115,1.8993,1.8993,1.8993,1.8993,0,0
19790116,1.8986,1.8986,1.8986,1.8986,0,0
19790117,1.8957,1.8957,1.8957,1.8957,0,0
19790118,1.8918,1.8918,1.8918,1.8918,0,0
19790119,1.8921,1.8921,1.8921,1.8921,0,0
19790122,1.89,1.89,1.89,1.89,0,0
19790123,1.8947,1.8947,1.8947,1.8947,0,0
19790124,1.8914,1.8914,1.8914,1.8914,0,0
19790125,1.8965,1.8965,1.8965,1.8965,0,0
19790126,1.8975,1.8975,1.8975,1.8975,0,0
19790129,1.9026,1.9026,1.9026,1.9026,0,0
19790130,1.9069,1.9069,1.9069,1.9069,0,0
19790131,1.9109,1.9109,1.9109,1.9109,0,0
19790201,1.9124,1.9124,1.9124,1.9124,0,0
19790202,1.9139,1.9139,1.9139,1.9139,0,0
19790205,1.9022,1.9022,1.9022,1.9022,0,0
19790206,1.9029,1.9029,1.9029,1.9029,0,0
19790207,1.8993,1.8993,1.8993,1.8993,0,0
19790208,1.8986,1.8986,1.8986,1.8986,0,0
19790209,1.8972,1.8972,1.8972,1.8972,0,0
19790213,1.9088,1.9088,1.9088,1.9088,0,0
19790214,1.9095,1.9095,1.9095,1.9095,0,0
19790215,1.9037,1.9037,1.9037,1.9037,0,0
19790216,1.9048,1.9048,1.9048,1.9048,0,0
19790220,1.9077,1.9077,1.9077,1.9077,0,0
19790221,1.9117,1.9117,1.9117,1.9117,0,0
19790222,1.9073,1.9073,1.9073,1.9073,0,0
19790223,1.9088,1.9088,1.9088,1.9088,0,0
19790226,1.9135,1.9135,1.9135,1.9135,0,0
